,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.449,0.45,0.9069,0.0164,0.0154,,,,,,,,,,
m,,,,,,0.459,0.4585,0.9064,0.0165,0.0157,0.4547,0.4618,0.9082,0.0164,0.0158
mw,,,,,,0.4669,0.4529,0.9068,0.0165,0.0158,0.4526,0.4627,0.9065,0.0164,0.0156
