_iter,O.f1,F_m.f1,OF_m.f1,F_mw.f1,OF_mw.f1,O.AUPRC,F_m.AUPRC,OF_m.AUPRC,F_mw.AUPRC,OF_mw.AUPRC,O.AUROC,F_m.AUROC,OF_m.AUROC,F_mw.AUROC,OF_mw.AUROC,O.Brier,F_m.Brier,OF_m.Brier,F_mw.Brier,OF_mw.Brier,O.ECE,F_m.ECE,OF_m.ECE,F_mw.ECE,OF_mw.ECE
61,0.040604,0.032652,0.0,0.045505,0.0283,0.054818,0.0539,0.050648,0.057308,0.052265,0.690526,0.660576,0.68349,0.664879,0.680095,0.021985,0.021974,0.022077,0.021974,0.02204,0.019826,0.020054,0.020679,0.020035,0.020676
62,0.050074,0.026218,0.035367,0.032471,0.023892,0.057946,0.053965,0.056492,0.054917,0.060544,0.679567,0.66746,0.6711,0.659653,0.671135,0.021928,0.022062,0.021969,0.021996,0.021966,0.020002,0.020417,0.020614,0.020306,0.020617
63,0.059722,0.04585,0.038963,0.049533,0.056053,0.057282,0.05984,0.061534,0.057485,0.065592,0.670768,0.659972,0.662215,0.662001,0.667907,0.021955,0.021955,0.021981,0.021973,0.021914,0.019828,0.020104,0.020558,0.020204,0.020572
64,0.042154,0.02288,0.011803,0.022884,0.020144,0.056095,0.051745,0.04517,0.047772,0.047823,0.682796,0.659594,0.668439,0.654714,0.671963,0.021994,0.022042,0.022137,0.022115,0.022127,0.019985,0.02056,0.020856,0.020413,0.020779
65,0.04261,0.036129,0.035771,0.031462,0.019358,0.058378,0.058181,0.054545,0.057839,0.054547,0.66343,0.677397,0.660805,0.672189,0.67804,0.021913,0.021965,0.022073,0.021979,0.022055,0.019772,0.0203,0.020735,0.020296,0.020704
66,0.036357,0.045473,0.031437,0.033348,0.048775,0.055203,0.061628,0.058939,0.063214,0.060336,0.655936,0.666628,0.659589,0.656656,0.640617,0.021958,0.02194,0.02196,0.021896,0.021954,0.019788,0.020255,0.020621,0.020232,0.020505
67,0.049365,0.043712,0.01946,0.069678,0.02091,0.057199,0.059918,0.057258,0.063591,0.059828,0.681134,0.685334,0.6912,0.684745,0.690799,0.021995,0.021996,0.021989,0.02193,0.022011,0.019946,0.020523,0.020721,0.020492,0.020735
68,0.050805,0.004167,0.019365,0.022577,0.027167,0.060205,0.05162,0.054482,0.05555,0.054188,0.693215,0.681936,0.683613,0.690863,0.689652,0.021943,0.022123,0.022038,0.022042,0.022009,0.019863,0.020677,0.02075,0.020329,0.020665
69,0.066103,0.02556,0.027267,0.040767,0.046621,0.068507,0.055775,0.063824,0.05894,0.066979,0.677466,0.686611,0.681823,0.68615,0.687418,0.02184,0.022064,0.021974,0.02201,0.021953,0.019579,0.02055,0.020745,0.020268,0.02063
70,0.026052,0.045316,0.018757,0.041294,0.028313,0.054702,0.055487,0.054186,0.063451,0.060833,0.690065,0.685583,0.693931,0.688966,0.694072,0.021967,0.022014,0.022015,0.02194,0.021979,0.019826,0.020511,0.020669,0.020315,0.020595
71,0.055217,0.029467,0.04121,0.038947,0.043291,0.056397,0.05336,0.064899,0.059923,0.062237,0.676594,0.680915,0.68411,0.677199,0.678991,0.021982,0.022051,0.021994,0.021985,0.022,0.019784,0.020366,0.020656,0.020287,0.020584
72,0.038621,0.046134,0.036948,0.054797,0.012766,0.061513,0.062154,0.060959,0.06304,0.057831,0.684348,0.674379,0.669914,0.669859,0.67399,0.021979,0.021965,0.021976,0.021939,0.021997,0.019919,0.020127,0.020599,0.019991,0.020597
73,0.054556,0.04804,0.039069,0.045534,0.041217,0.056269,0.063168,0.066656,0.058143,0.062624,0.682063,0.684008,0.671318,0.677688,0.673833,0.022003,0.021931,0.021992,0.022063,0.021961,0.01987,0.020339,0.020776,0.020517,0.020563
74,0.023862,0.03293,0.02227,0.050753,0.034941,0.057049,0.062836,0.053675,0.065992,0.057531,0.69156,0.683198,0.685253,0.684402,0.687806,0.021977,0.021961,0.022059,0.021947,0.022013,0.019877,0.020381,0.020738,0.020141,0.020653
75,0.035955,0.044718,0.016425,0.03667,0.016624,0.054998,0.055016,0.049648,0.050018,0.052988,0.689282,0.667414,0.661862,0.664655,0.672473,0.022005,0.021998,0.022025,0.022068,0.022024,0.019828,0.020206,0.020603,0.020273,0.020599
76,0.05077,0.048266,0.028357,0.047511,0.030332,0.0569,0.058702,0.052695,0.055456,0.055445,0.681985,0.675632,0.670844,0.675467,0.670663,0.021929,0.022005,0.022056,0.022011,0.022012,0.019713,0.020372,0.020851,0.020175,0.020753
