_iter,O.f1,F_m.f1,OF_m.f1,F_mw.f1,OF_mw.f1,O.AUPRC,F_m.AUPRC,OF_m.AUPRC,F_mw.AUPRC,OF_mw.AUPRC,O.AUROC,F_m.AUROC,OF_m.AUROC,F_mw.AUROC,OF_mw.AUROC,O.Brier,F_m.Brier,OF_m.Brier,F_mw.Brier,OF_mw.Brier,O.ECE,F_m.ECE,OF_m.ECE,F_mw.ECE,OF_mw.ECE
65,0.400064,0.310291,0.419988,0.308901,0.419506,0.396081,0.22683,0.387,0.22865,0.389324,0.898429,0.865143,0.89938,0.86592,0.898729,0.017146,0.019915,0.017272,0.019962,0.017206,0.013575,0.014135,0.013852,0.014166,0.013809
66,0.427153,0.32522,0.418353,0.3213,0.399021,0.393867,0.24889,0.396735,0.247289,0.397709,0.89811,0.86804,0.896304,0.867134,0.898865,0.017021,0.019305,0.017119,0.019425,0.01705,0.013172,0.012373,0.013885,0.012913,0.013405
67,0.409031,0.311456,0.418545,0.315342,0.409256,0.397774,0.249999,0.408399,0.250099,0.401969,0.901445,0.873767,0.906614,0.87401,0.905755,0.017107,0.019457,0.01705,0.019511,0.01704,0.013088,0.013334,0.014357,0.013614,0.013962
68,0.415584,0.321183,0.4327,0.317282,0.425248,0.408935,0.229202,0.410411,0.227554,0.410502,0.898224,0.866413,0.902447,0.864861,0.901743,0.016902,0.019968,0.016857,0.019985,0.016916,0.012844,0.013703,0.013407,0.014212,0.01332
69,0.430895,0.288734,0.401846,0.298523,0.410684,0.405166,0.213146,0.401761,0.214585,0.40223,0.899429,0.868515,0.897191,0.869671,0.898544,0.016823,0.020472,0.017106,0.020441,0.017088,0.012633,0.014568,0.013866,0.014306,0.01343
70,0.417068,0.339743,0.440518,0.333742,0.437252,0.398146,0.243004,0.405867,0.245421,0.399371,0.890611,0.866263,0.899681,0.864789,0.898276,0.017054,0.019408,0.016834,0.019324,0.016824,0.012842,0.013549,0.013604,0.012819,0.0134
71,0.424568,0.306148,0.397283,0.322608,0.406742,0.417702,0.247683,0.408164,0.251109,0.402819,0.894336,0.865664,0.894891,0.866473,0.895977,0.016697,0.019433,0.016908,0.01948,0.016991,0.012592,0.013981,0.013781,0.013337,0.013616
72,0.423595,0.340145,0.427157,0.3232,0.427153,0.419488,0.249743,0.426414,0.248555,0.426929,0.894571,0.87265,0.898161,0.873952,0.898033,0.01678,0.019391,0.016748,0.019463,0.016622,0.013096,0.012679,0.013103,0.013007,0.013217
73,0.416265,0.312015,0.42911,0.331531,0.432076,0.42214,0.256152,0.424119,0.258773,0.419566,0.893625,0.879017,0.903161,0.878392,0.901647,0.016507,0.019395,0.016523,0.019294,0.016668,0.012817,0.012861,0.013002,0.013071,0.013311
74,0.415685,0.310982,0.417678,0.312945,0.438644,0.409546,0.227445,0.416735,0.22244,0.413933,0.895491,0.86034,0.895768,0.861413,0.897606,0.016741,0.019932,0.016672,0.020041,0.016748,0.01319,0.013564,0.013516,0.014147,0.013137
75,0.431202,0.315211,0.429225,0.311746,0.441329,0.406361,0.245288,0.417131,0.235632,0.412747,0.896518,0.862561,0.898138,0.863337,0.894308,0.016733,0.019619,0.016685,0.019766,0.01671,0.012507,0.013011,0.012885,0.013928,0.013099
