_iter,O.f1,F_m.f1,OF_m.f1,F_mw.f1,OF_mw.f1,O.AUPRC,F_m.AUPRC,OF_m.AUPRC,F_mw.AUPRC,OF_mw.AUPRC,O.AUROC,F_m.AUROC,OF_m.AUROC,F_mw.AUROC,OF_mw.AUROC,O.Brier,F_m.Brier,OF_m.Brier,F_mw.Brier,OF_mw.Brier,O.ECE,F_m.ECE,OF_m.ECE,F_mw.ECE,OF_mw.ECE
39,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
40,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
41,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
42,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
43,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
44,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
45,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
46,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
47,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
48,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
49,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
50,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
51,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
52,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
53,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
54,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
55,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
56,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
57,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
58,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
59,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
60,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
61,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
62,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
63,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
64,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
65,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
66,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
67,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
68,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
69,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
70,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
71,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
72,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
73,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
74,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
75,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
76,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
77,0.411122,0.36488,0.45293,0.374341,0.450599,0.408864,0.344195,0.429636,0.346127,0.421801,0.904163,0.890314,0.911632,0.88924,0.911898,0.016749,0.018144,0.016597,0.018085,0.016748,0.012568,0.013673,0.013435,0.013028,0.013475
