,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.4111,0.4089,0.9042,0.0167,0.0126,,,,,,,,,,
m,,,,,,0.4013,0.3523,0.89,0.0178,0.0131,0.4502,0.4293,0.9104,0.0166,0.0138
mw,,,,,,0.3844,0.3469,0.8869,0.0178,0.0126,0.452,0.4378,0.9116,0.0164,0.0133
