,,,,AUPRC,AUPRC,AUPRC,AUROC,AUROC,AUROC,Brier,Brier,Brier,ECE,ECE,ECE,f1,f1,f1
Set,,,,F,O,OF,F,O,OF,F,O,OF,F,O,OF,F,O,OF
DAG,k,Model,Feature,,,,,,,,,,,,,,,
NOTEARS,1,LightGBM,m,0.031124360906640725,,0.4457256958427428,0.5894447566277636,,0.9072301806428678,0.21676123455148444,,0.018226911398333257,0.3422640941989634,,0.015649066534768042,0.05405825516984741,,0.4676255137051977
NOTEARS,1,LightGBM,m+mw,0.031124360906640725,,0.4503038784047425,0.5894447566277636,,0.9107094372533041,0.21676123455148444,,0.018239239213401082,0.3422640941989634,,0.015564239636898135,0.05405825516984741,,0.46273522705588344
NOTEARS,1,LightGBM,mw,0.031124360906640725,,0.4457256958427428,0.5894447566277636,,0.9072301806428678,0.21676123455148444,,0.018226911398333257,0.3422640941989634,,0.015649066534768042,0.05405825516984741,,0.4676255137051977
NOTEARS,1,LightGBM,original,,0.44554695977400216,,,0.9079043799078557,,,0.018054409706908907,,,0.01475990032229794,,,0.46713795743990616,
NOTEARS,1,Logit,m,0.03763764804115846,,0.13591960711801146,0.6499642049713021,,0.8508782504093588,0.2367593178493364,,0.17186077528299865,0.447004375106863,,0.33419389927120857,0.05903544488443461,,0.11620386122623423
NOTEARS,1,Logit,m+mw,0.03763764804115846,,0.13726144994321293,0.6499642049713021,,0.8512514178980977,0.23685061297691679,,0.17186775424213313,0.4459702316388022,,0.3339335316389539,0.05893692376946689,,0.11547389073904439
NOTEARS,1,Logit,mw,0.03763764804115846,,0.13438106055529692,0.6499642049713021,,0.850765932264896,0.23670761680716415,,0.1717372721467621,0.4475007561996146,,0.3339915257116063,0.05900891921290567,,0.1164271104392576
NOTEARS,1,Logit,original,,0.13023074092708337,,,0.8490084611597067,,,0.17198350331315498,,,0.33457415393638723,,,0.116419832827323,
NOTEARS,1,RandomForest,m,0.032337759964061005,,0.4509596089821633,0.5640407943901156,,0.9169480511063612,0.11125453850378275,,0.015982506010584815,0.17883234821323804,,0.005082723404148894,0.062462072587962346,,0.26821324637392474
NOTEARS,1,RandomForest,m+mw,0.03234094948252712,,0.44319136559846556,0.564046511125275,,0.9088621390096525,0.1112419902362276,,0.016094629873259155,0.17884900687555982,,0.005561368692344341,0.06248887505378921,,0.2675416259217633
NOTEARS,1,RandomForest,mw,0.032341839160148975,,0.4509596089821633,0.564069088128984,,0.9169480511063612,0.11123706084730223,,0.015982506010584815,0.17884795619521673,,0.005082723404148894,0.06248887505378921,,0.26821324637392474
NOTEARS,1,RandomForest,original,,0.4542154632477241,,,0.9112259482556265,,,0.0158712891856445,,,0.005424093281337729,,,0.31424779427767824,
NOTEARS,1,XGBoost,m,0.03605800637021831,,0.4904774752009776,0.614847468916027,,0.9200574937298308,0.021714030854323513,,0.015028813418640836,0.0009553544234968681,,0.008671931660280963,0.0,,0.44643574464433355
NOTEARS,1,XGBoost,m+mw,0.03605800637021831,,0.4862742646914415,0.614847468916027,,0.9217120056273428,0.021714030854323513,,0.01509470878902541,0.0009553544234968681,,0.008757730750527448,0.0,,0.45248274346188266
NOTEARS,1,XGBoost,mw,0.03605800637021831,,0.4904774752009776,0.614847468916027,,0.9200574937298308,0.021714030854323513,,0.015028813418640836,0.0009553544234968681,,0.008671931660280963,0.0,,0.44643574464433355
NOTEARS,1,XGBoost,original,,0.4926046867005952,,,0.9227263926424693,,,0.014998535010819675,,,0.00871156269105181,,,0.4448072841647158,
NOTEARS,2,LightGBM,m,0.056730051918705705,,0.48482178116101143,0.627547509954641,,0.9175137815862255,0.06504957260339314,,0.017096028908936946,0.0932537971491311,,0.0134218725913488,0.08258933130969459,,0.49094464957840334
NOTEARS,2,LightGBM,m+mw,0.05401681434668963,,0.48256604941705794,0.6378610626114647,,0.9158630035177897,0.06267418058853394,,0.0170615660518387,0.09079130980578538,,0.01409110041292431,0.07976241164636658,,0.5002146867309529
NOTEARS,2,LightGBM,mw,0.05502998541017656,,0.47841015345729954,0.649491175240765,,0.9154088050314465,0.06509942445015085,,0.016904682727335897,0.09308385896138313,,0.013859794656151548,0.07721059166294639,,0.502958287244226
NOTEARS,2,LightGBM,original,,0.44554695977400216,,,0.9079043799078557,,,0.018054409706908907,,,0.01475990032229794,,,0.46713795743990616,
NOTEARS,2,Logit,m,0.04149733779716654,,0.1343657496981517,0.6504378499266996,,0.8507492571802457,0.2366023972301749,,0.17177641886479314,0.4472370382318215,,0.3339024477566945,0.05903544488443461,,0.11605755834592535
NOTEARS,2,Logit,m+mw,0.04173461362893116,,0.13839642658745893,0.6504866853866789,,0.8516838683051283,0.2368391151096781,,0.17177647874512475,0.4457951838087021,,0.33383219570229944,0.059176619866672484,,0.1155363798164156
NOTEARS,2,Logit,mw,0.04110539569201649,,0.13552644736165761,0.6503186126936451,,0.850538188274793,0.23654602771607608,,0.17177013469504976,0.44775520976006333,,0.3339696905251134,0.05901864925749804,,0.11584031268369058
NOTEARS,2,Logit,original,,0.13023074092708337,,,0.8490084611597067,,,0.17198350331315498,,,0.33457415393638723,,,0.116419832827323,
NOTEARS,2,RandomForest,m,0.04159714657307904,,0.47811914805186256,0.636001526337193,,0.9172496171838682,0.02384721288838046,,0.015550298581594207,0.021279017044879032,,0.00539578339166895,0.0047619047619047615,,0.30397550143929597
NOTEARS,2,RandomForest,m+mw,0.04034168990092075,,0.47898503381496943,0.6254078503971238,,0.9191683216534123,0.024203884755936104,,0.015463123441960751,0.022848557256437866,,0.00536518845592566,0.009109730848861283,,0.33877132235279844
NOTEARS,2,RandomForest,mw,0.03970989106675708,,0.4770308312322764,0.6356293706608218,,0.9175398897168655,0.02384950297317031,,0.015546080494161438,0.021431804618204965,,0.005514890744207393,0.0047619047619047615,,0.30919865416522335
NOTEARS,2,RandomForest,original,,0.4542154632477241,,,0.9112259482556265,,,0.0158712891856445,,,0.005424093281337729,,,0.31424779427767824,
NOTEARS,2,XGBoost,m,0.06244317491749059,,0.5189822811956711,0.6677564919033876,,0.9268155099449625,0.021641731111343133,,0.014636980448119608,0.0038186124500391647,,0.009307083111719829,0.0,,0.47348231068151597
NOTEARS,2,XGBoost,m+mw,0.06977355662532475,,0.5226835941541388,0.6821367543592943,,0.9282488740433129,0.021798669027093424,,0.014610919892220912,0.006796568696701702,,0.009357057943243926,0.0047619047619047615,,0.4753135605358591
NOTEARS,2,XGBoost,mw,0.06180044647631957,,0.5163366251973904,0.6691271532408842,,0.926863907018963,0.021609705659714158,,0.014646414181011248,0.0035214558341080124,,0.008981499469924742,0.0,,0.46124269810031765
NOTEARS,2,XGBoost,original,,0.4926046867005952,,,0.9227263926424693,,,0.014998535010819675,,,0.00871156269105181,,,0.4448072841647158,
NOTEARS,3,LightGBM,m,0.06986168195541614,,0.4786520887931657,0.6729902021824057,,0.9157135484742508,0.04978548428398218,,0.01703769342027201,0.06424465433520476,,0.014495679862476232,0.11172467569593718,,0.4885134516158775
NOTEARS,3,LightGBM,m+mw,0.0864837590713875,,0.48420691865849347,0.719682640117787,,0.9132902496450056,0.04343680829351974,,0.01693855549763311,0.05179543215558433,,0.013478110945561362,0.1366333953887871,,0.5095845798778069
NOTEARS,3,LightGBM,mw,0.064713313229008,,0.48401622441984643,0.6808980814201605,,0.9166463387289614,0.050168964168364825,,0.01702939806925175,0.06472362676133422,,0.013584536714857584,0.11042676728354776,,0.48782338692769744
NOTEARS,3,LightGBM,original,,0.44554695977400216,,,0.9079043799078557,,,0.018054409706908907,,,0.01475990032229794,,,0.46713795743990616,
NOTEARS,3,Logit,m,0.040971086734971136,,0.13383640259380106,0.6482609438736118,,0.8490937229971598,0.23665405164893877,,0.1711924789165312,0.4471532478446162,,0.33295915813226723,0.058333868538378554,,0.11682356475990763
NOTEARS,3,Logit,m+mw,0.038562868339500476,,0.13644359741301446,0.6445446550592593,,0.8492074652460646,0.236915458258868,,0.17112726040122267,0.4459286541758793,,0.3325226952320479,0.058497429091696584,,0.11649320519840478
NOTEARS,3,Logit,mw,0.042544689752709274,,0.13368224282886798,0.6496971938382607,,0.8496353455191048,0.23654540507418495,,0.1715532933237547,0.4476442649487907,,0.3336864486736749,0.05863014979290422,,0.11631395145534731
NOTEARS,3,Logit,original,,0.13023074092708337,,,0.8490084611597067,,,0.17198350331315498,,,0.33457415393638723,,,0.116419832827323,
NOTEARS,3,RandomForest,m,0.07215255693639619,,0.47521078699927555,0.7064838608772241,,0.9165857316157929,0.022169068921880607,,0.015509713404209854,0.011787757383238107,,0.005502075275452899,0.0,,0.32810438524550456
NOTEARS,3,RandomForest,m+mw,0.06769536910346803,,0.4708533318088864,0.7031556406176998,,0.920613336161078,0.022551523045498963,,0.015654033659861157,0.014454196303410225,,0.005653742404802903,0.0,,0.31044639321903306
NOTEARS,3,RandomForest,mw,0.07113069864738703,,0.4738615702619143,0.7064675869614533,,0.9180634857436241,0.022134541127742182,,0.015497307588014564,0.01226053769118513,,0.005397906967510877,0.0,,0.32756424751208957
NOTEARS,3,RandomForest,original,,0.4542154632477241,,,0.9112259482556265,,,0.0158712891856445,,,0.005424093281337729,,,0.31424779427767824,
NOTEARS,3,XGBoost,m,0.10563173147246634,,0.5224700987062161,0.7612124301559801,,0.9287151720078299,0.02134762375045084,,0.014642886820113565,0.007454955203916787,,0.009290544444531488,0.014401858304297327,,0.47720957511666146
NOTEARS,3,XGBoost,m+mw,0.0979932602203783,,0.5280094804119034,0.7549452057679116,,0.9278002504478046,0.021516472632603183,,0.014465347772438807,0.007874281062181684,,0.00923235297891222,0.0047619047619047615,,0.4859492341864232
NOTEARS,3,XGBoost,mw,0.10851283590700844,,0.5256493360797702,0.7604455125500337,,0.9287364678417257,0.021346618450048226,,0.014604511044389456,0.007855160264265644,,0.008969611531222518,0.014634146341463417,,0.47332826990187915
NOTEARS,3,XGBoost,original,,0.4926046867005952,,,0.9227263926424693,,,0.014998535010819675,,,0.00871156269105181,,,0.4448072841647158,
NOTEARS,4,LightGBM,m,0.11793371580320341,,0.48245076882605026,0.7652640091703604,,0.9131782557820403,0.03461150781179849,,0.017126182615821044,0.03608323445272835,,0.013834006734011861,0.15814061244108585,,0.49943808541789225
NOTEARS,4,LightGBM,m+mw,0.10977843035524579,,0.4867086756234261,0.7679438334927358,,0.913125959760847,0.0346155451941564,,0.016875274871602668,0.03495498002154107,,0.013564484189761698,0.1638244620488143,,0.5065195660820796
NOTEARS,4,LightGBM,mw,0.11270885213929879,,0.4828694377587854,0.771363324662567,,0.9142778107007576,0.03505334062302139,,0.016967389118247307,0.03645941974143424,,0.014081888905728163,0.1661183921523563,,0.5118277745982613
NOTEARS,4,LightGBM,original,,0.44554695977400216,,,0.9079043799078557,,,0.018054409706908907,,,0.01475990032229794,,,0.46713795743990616,
NOTEARS,4,Logit,m,0.06251828039622524,,0.13398023863146732,0.739489411087356,,0.8491732194131971,0.2189231105514462,,0.17118664832795633,0.4231779412254325,,0.332909220342993,0.07507686694370516,,0.11684966151306926
NOTEARS,4,Logit,m+mw,0.06273078571470726,,0.13701233264275064,0.7413078447447375,,0.8498620264630476,0.21765857156801555,,0.17114369741721003,0.4190801723497238,,0.3325228827375504,0.07516414622670495,,0.11632560723907877
NOTEARS,4,Logit,mw,0.05807869267991354,,0.13343121200966263,0.7108213477080322,,0.849714515284331,0.22690625400939318,,0.1714622356385687,0.4371750903873883,,0.3334185022372932,0.0668455052596422,,0.11636436009687974
NOTEARS,4,Logit,original,,0.13023074092708337,,,0.8490084611597067,,,0.17198350331315498,,,0.33457415393638723,,,0.116419832827323,
NOTEARS,4,RandomForest,m,0.09529719879830438,,0.47150712578445064,0.7549727300039383,,0.9191976397012072,0.02161691458912469,,0.015535832005463416,0.009883609348954523,,0.005250856276799681,0.0,,0.3263314465176766
NOTEARS,4,RandomForest,m+mw,0.09628444751074264,,0.45842527249823084,0.7678403922869295,,0.9130987437767558,0.0215388025280408,,0.015799745793997434,0.009284493121024206,,0.005536607083681909,0.0,,0.29919017641924767
NOTEARS,4,RandomForest,mw,0.0942645742377355,,0.47083596970737257,0.7567272651832095,,0.9218993060996592,0.02162522196607906,,0.015581346663498225,0.00972005766660039,,0.005860035398401617,0.0,,0.3172297990743499
NOTEARS,4,RandomForest,original,,0.4542154632477241,,,0.9112259482556265,,,0.0158712891856445,,,0.005424093281337729,,,0.31424779427767824,
NOTEARS,4,XGBoost,m,0.11930603179529486,,0.5222175773941145,0.7935814497748891,,0.926580552169743,0.02100623687633699,,0.014649444427441528,0.006962720822602128,,0.008926981763984505,0.00909090909090909,,0.46390476855771645
NOTEARS,4,XGBoost,m+mw,0.11549983775053599,,0.5183865813513491,0.7948654965224845,,0.9247155335441679,0.02109985506917369,,0.014704851853840403,0.00756071796466772,,0.009379074136642875,0.008888888888888889,,0.45824175280485696
NOTEARS,4,XGBoost,mw,0.11661528001755606,,0.5269987219742645,0.7951920327470552,,0.9266323565268451,0.02103143944057769,,0.01452698241785868,0.007226155079431281,,0.00908902050265436,0.009307359307359308,,0.46484688678988373
NOTEARS,4,XGBoost,original,,0.4926046867005952,,,0.9227263926424693,,,0.014998535010819675,,,0.00871156269105181,,,0.4448072841647158,
NOTEARS,5,LightGBM,m,0.20843735217482803,,0.48743860162809227,0.8592136707308494,,0.9154313794352007,0.027376694875428254,,0.01694361433784413,0.023488739922972353,,0.014305782001305478,0.27441115477392614,,0.49515815183370276
NOTEARS,5,LightGBM,m+mw,0.20363881102735354,,0.48516182870760466,0.8529369912286239,,0.913621556892033,0.027401395221640458,,0.016994294538828635,0.023572693188256003,,0.0137798355506181,0.2644737364498872,,0.4976943626158417
