,,,,AUPRC,AUPRC,AUPRC,AUROC,AUROC,AUROC,Brier,Brier,Brier,ECE,ECE,ECE,f1,f1,f1
Set,,,,F,O,OF,F,O,OF,F,O,OF,F,O,OF,F,O,OF
DAG,k,Model,Feature,,,,,,,,,,,,,,,
NOTEARS,5,LightGBM,mw,0.20677045812995934,,0.4810292408864532,0.8577765449377749,,0.9134157545940285,0.027520259371921374,,0.01699102023080173,0.02348638959010535,,0.01400633098384244,0.2743473480506394,,0.49924647128419836
NOTEARS,5,LightGBM,original,,0.44554695977400216,,,0.9079043799078557,,,0.018054409706908907,,,0.01475990032229794,,,0.46713795743990616,
NOTEARS,5,Logit,m,0.059157507809970436,,0.1349780231177011,0.7390750839609372,,0.8495913241276136,0.21894476038080374,,0.17100579561272705,0.42320514405799825,,0.3327485193933133,0.07504946052781833,,0.11703120271207326
NOTEARS,5,Logit,m+mw,0.05960788361583959,,0.13867511012280342,0.7407786053476816,,0.8502320794362103,0.21764555918823575,,0.17084439645582977,0.4190067167843551,,0.3321175020313649,0.0751827845349485,,0.11691353577301081
NOTEARS,5,Logit,mw,0.05462640011726172,,0.13434269824221426,0.7104823548469387,,0.849885653051859,0.2269021010042017,,0.17147292148994647,0.4371299531343079,,0.3335020599135225,0.06689061571759373,,0.11635190793817854
NOTEARS,5,Logit,original,,0.13023074092708337,,,0.8490084611597067,,,0.17198350331315498,,,0.33457415393638723,,,0.116419832827323,
NOTEARS,5,RandomForest,m,0.21804565578656332,,0.4690514049827552,0.8604833782228163,,0.9209023065463985,0.019486183390207433,,0.015595238999781791,0.0071592766289892374,,0.005713960719435076,0.05895293501923883,,0.31684260276214504
NOTEARS,5,RandomForest,m+mw,0.21650920042480695,,0.4540229978334466,0.8537587177647922,,0.9138205849755574,0.019551688155259643,,0.015831692799873513,0.007861468544410723,,0.005356025371928626,0.059133557151757346,,0.29590470852825584
NOTEARS,5,RandomForest,mw,0.2263363970020768,,0.46410923250850455,0.8575565644241031,,0.9207415339926349,0.019439229463229492,,0.015645853038211702,0.007709996726828004,,0.005590750256664203,0.05076884692658201,,0.3247507023881025
NOTEARS,5,RandomForest,original,,0.4542154632477241,,,0.9112259482556265,,,0.0158712891856445,,,0.005424093281337729,,,0.31424779427767824,
NOTEARS,5,XGBoost,m,0.23349732050848218,,0.5246563998530265,0.8766020343197765,,0.9242799916018095,0.01941252194140288,,0.014679748158108718,0.00859509461397672,,0.009082643842213712,0.09859239995720767,,0.4627999246242898
NOTEARS,5,XGBoost,m+mw,0.229188353112764,,0.5223034455657112,0.8766205776399097,,0.9260616643262038,0.019490012912516615,,0.014636526161747385,0.008838496776899896,,0.00893812571223841,0.11077286772079953,,0.46967971693295885
NOTEARS,5,XGBoost,mw,0.22784310874348462,,0.5182967610812003,0.8756445294579442,,0.9250837209656723,0.019487396755849734,,0.01468492984295267,0.00870075415707813,,0.009346253314104127,0.10333576328521485,,0.46751593931211877
NOTEARS,5,XGBoost,original,,0.4926046867005952,,,0.9227263926424693,,,0.014998535010819675,,,0.00871156269105181,,,0.4448072841647158,
NOTEARS,6,LightGBM,m,0.22928856780443127,,0.49401802479843715,0.8699490302913893,,0.9138386271019252,0.025493343748979224,,0.016827846857598062,0.021707627358781834,,0.013600263845247424,0.2859101013908832,,0.49876802437919626
NOTEARS,6,LightGBM,m+mw,0.22594138022686053,,0.4910053742867554,0.8632322109729713,,0.9129493791969775,0.025797154466298565,,0.016634661735319335,0.022304566101161386,,0.013531918736391882,0.2801274272564441,,0.5077878227974801
NOTEARS,6,LightGBM,mw,0.22916491816866094,,0.49000749355195533,0.86753158410786,,0.9148380835813104,0.025295126988887816,,0.016892961209875584,0.0211983643537061,,0.014442738101014166,0.2911806722129183,,0.5018882491568701
NOTEARS,6,LightGBM,original,,0.44554695977400216,,,0.9079043799078557,,,0.018054409706908907,,,0.01475990032229794,,,0.46713795743990616,
NOTEARS,6,Logit,m,0.05983472053147639,,0.13529474617267812,0.739251249978739,,0.8497691331912381,0.2188987621872815,,0.1709894916359378,0.42317373300247196,,0.3327697186376415,0.07508454466858658,,0.11702012184861114
NOTEARS,6,Logit,m+mw,0.06009227814865946,,0.1388843979221679,0.7409690717895243,,0.8502643903573267,0.2176001329965404,,0.1708419723969627,0.41898033303404014,,0.3321903748140981,0.07521808144763309,,0.11640065718244971
NOTEARS,6,Logit,mw,0.05475871626056098,,0.13353469398637374,0.7105499613327968,,0.8498357449007248,0.22689632163466,,0.17147457733683008,0.437129916384173,,0.3334696759327719,0.06687581762615033,,0.11648604740365358
NOTEARS,6,Logit,original,,0.13023074092708337,,,0.8490084611597067,,,0.17198350331315498,,,0.33457415393638723,,,0.116419832827323,
NOTEARS,6,RandomForest,m,0.23848941955261896,,0.4672880557200466,0.8730780520235584,,0.9134964513820808,0.019157291559788382,,0.015612024438316493,0.006754335702397074,,0.005588340551818659,0.09118771484748452,,0.31265338829229
NOTEARS,6,RandomForest,m+mw,0.23406244585659727,,0.461681349231014,0.8700815352945416,,0.9147507648858249,0.01926694616745792,,0.015746436271857102,0.0077230531504358605,,0.005248755288032882,0.10384775824108486,,0.309067974705554
NOTEARS,6,RandomForest,mw,0.2358907579538744,,0.4626355043551973,0.8713476547121737,,0.9183733832514649,0.01919056426597321,,0.01568655608398109,0.007525003579543393,,0.005383250534899455,0.09183196985017003,,0.32094622986094085
NOTEARS,6,RandomForest,original,,0.4542154632477241,,,0.9112259482556265,,,0.0158712891856445,,,0.005424093281337729,,,0.31424779427767824,
NOTEARS,6,XGBoost,m,0.23881731803330553,,0.5200758957800243,0.8825177815332872,,0.9290758073565109,0.019314544128247232,,0.014513708993723146,0.009920517436261437,,0.009314073626029007,0.10469268226007247,,0.48046560628133816
NOTEARS,6,XGBoost,m+mw,0.23609727453585916,,0.5243991381233649,0.8853880229193256,,0.9268304706108287,0.019424432423126973,,0.014535942553315074,0.009812234968070804,,0.008689963537155907,0.11174458993533401,,0.46320894835421855
NOTEARS,6,XGBoost,mw,0.23799892372174886,,0.5220899289841332,0.8820138713182246,,0.9265754033360677,0.019275318968147343,,0.01453201826974479,0.00877324265236096,,0.009400616318727939,0.10213602676632172,,0.4628508894372585
NOTEARS,6,XGBoost,original,,0.4926046867005952,,,0.9227263926424693,,,0.014998535010819675,,,0.00871156269105181,,,0.4448072841647158,
NOTEARS,7,LightGBM,m,0.2328052993267226,,0.49276335183101344,0.8657669098689833,,0.9137948895248883,0.025200773446687735,,0.016719426600013413,0.02140967485397107,,0.01386793006116859,0.2844410243469785,,0.5052024917747674
NOTEARS,7,LightGBM,m+mw,0.22450464104936727,,0.4853311845760529,0.8668990991306522,,0.9151847868818475,0.02529169669246496,,0.016908706169655778,0.021759211406606353,,0.014128390022002136,0.2730264081912432,,0.5073826356575201
NOTEARS,7,LightGBM,mw,0.22420827455284895,,0.4902316979458563,0.8620847983870684,,0.9132120940929122,0.0251834701052056,,0.01685348816830661,0.021272150506161047,,0.0141517522403052,0.28050724334257576,,0.5106862767927772
NOTEARS,7,LightGBM,original,,0.44554695977400216,,,0.9079043799078557,,,0.018054409706908907,,,0.01475990032229794,,,0.46713795743990616,
NOTEARS,7,Logit,m,0.061510184978970664,,0.13633797231314726,0.7444462223105199,,0.850226519411248,0.2175804324743537,,0.17002229909026356,0.4193289674340225,,0.33153923190362516,0.07605611014039093,,0.1170844533890792
NOTEARS,7,Logit,m+mw,0.062425429593829386,,0.13982425492126133,0.7450276202037245,,0.8512879428432244,0.21654946092590394,,0.16977064782936982,0.4153836319807514,,0.33072243222571623,0.0756728406353622,,0.11706668249076528
NOTEARS,7,Logit,mw,0.056458469883002446,,0.13631132328261053,0.7198608229144745,,0.8503489108720963,0.22482866856123898,,0.1710992996543186,0.43414107933122204,,0.33310960230196907,0.06900525588770494,,0.11670978378683976
NOTEARS,7,Logit,original,,0.13023074092708337,,,0.8490084611597067,,,0.17198350331315498,,,0.33457415393638723,,,0.116419832827323,
NOTEARS,7,RandomForest,m,0.2334276080419703,,0.46539671209464284,0.8707333656885166,,0.9144453933756399,0.019151630758688132,,0.015691735340949163,0.006191682204073364,,0.005397095395925635,0.07226542252668247,,0.3012870425813318
NOTEARS,7,RandomForest,m+mw,0.23454175076578637,,0.4548044663912352,0.872860206471409,,0.9168541582042321,0.019266642718700724,,0.01585290137955446,0.0068003148591379335,,0.006172109526524886,0.09463749513041726,,0.30236156819519955
NOTEARS,7,RandomForest,mw,0.23993554490456223,,0.4628811850289879,0.8777225311325335,,0.9202074405003628,0.01911359169176255,,0.015736941844065086,0.006495960039790767,,0.005503200330631014,0.0861448734623782,,0.3115429753278306
NOTEARS,7,RandomForest,original,,0.4542154632477241,,,0.9112259482556265,,,0.0158712891856445,,,0.005424093281337729,,,0.31424779427767824,
NOTEARS,7,XGBoost,m,0.24118291480127793,,0.5268173935261149,0.8852941859686496,,0.9269339844895738,0.01927962259670982,,0.01454520857596384,0.009356470970767274,,0.009613177157936957,0.09956677809913708,,0.4755997106332964
NOTEARS,7,XGBoost,m+mw,0.2443977492638872,,0.5287377311766439,0.8844896430494795,,0.9275312292349552,0.01930829113574236,,0.014535035223400578,0.009604534835901804,,0.009464993214224667,0.14361890844239997,,0.4706367912176795
NOTEARS,7,XGBoost,mw,0.2442598243744621,,0.5237006716118267,0.8866695216270472,,0.9264630902447436,0.019322150353672265,,0.014599051790666649,0.009436154465256075,,0.009775089107778735,0.12786258028566738,,0.46377160820399876
NOTEARS,7,XGBoost,original,,0.4926046867005952,,,0.9227263926424693,,,0.014998535010819675,,,0.00871156269105181,,,0.4448072841647158,
NOTEARS,8,LightGBM,m,0.39508769523084875,,0.4888181803926628,0.8931736904915144,,0.9123043348011505,0.019226609907823773,,0.016829936117117243,0.015770950100346855,,0.014263337328153328,0.41870521793020943,,0.49815238699273034
NOTEARS,8,LightGBM,m+mw,0.3974608612796173,,0.4877820021009714,0.8941294712266658,,0.9132805760717174,0.019241614435877907,,0.016799898496597486,0.015689511881144917,,0.01403855665438716,0.4487163693628653,,0.49644944124008655
NOTEARS,8,LightGBM,mw,0.3904893921944654,,0.48648151692287084,0.8958249240301506,,0.9124541394967164,0.01945552255998824,,0.016791781011837602,0.014527456866907401,,0.014579308947938279,0.4319208670146074,,0.5091451651798853
NOTEARS,8,LightGBM,original,,0.44554695977400216,,,0.9079043799078557,,,0.018054409706908907,,,0.01475990032229794,,,0.46713795743990616,
NOTEARS,8,Logit,m,0.06151292421634859,,0.13638918034118444,0.744653867578315,,0.8506796562143103,0.21754039995823932,,0.17000606116935146,0.4193339656560945,,0.3315168097602855,0.07599942475690155,,0.11759229176678251
NOTEARS,8,Logit,m+mw,0.062306909046578283,,0.13922974513385014,0.7449874172027522,,0.8514935773602552,0.21655420572448802,,0.16973400410949271,0.41541018305033345,,0.3307474099346345,0.07570797558876766,,0.11710474704179177
NOTEARS,8,Logit,mw,0.05644411033389537,,0.13499811310859405,0.7198591418757594,,0.8502913178407544,0.2248231146079474,,0.1711144074298315,0.4341299380180221,,0.3331120267490901,0.06902193916179071,,0.11683401796822293
NOTEARS,8,Logit,original,,0.13023074092708337,,,0.8490084611597067,,,0.17198350331315498,,,0.33457415393638723,,,0.116419832827323,
NOTEARS,8,RandomForest,m,0.385323514638053,,0.4679991857319794,0.9061722158116554,,0.9105092393157864,0.016994219550121738,,0.015566811408200187,0.006579556367960804,,0.005769575803787251,0.21591834112615133,,0.3292181687098159
NOTEARS,8,RandomForest,m+mw,0.38092341776322397,,0.4617881902465843,0.8966111370142122,,0.9142951086214275,0.016975786896768784,,0.015658890880628638,0.006458813132828883,,0.005524093218812955,0.24963279002627878,,0.3239934578249942
NOTEARS,8,RandomForest,mw,0.3813165279986673,,0.4701256701620465,0.9006523356658956,,0.9198326921026313,0.017006600232529638,,0.015541547490341484,0.006345518161571523,,0.005574117259589113,0.22435974920341248,,0.3274090080603191
NOTEARS,8,RandomForest,original,,0.4542154632477241,,,0.9112259482556265,,,0.0158712891856445,,,0.005424093281337729,,,0.31424779427767824,
NOTEARS,8,XGBoost,m,0.4322090978226226,,0.5226117680034287,0.9107845952878011,,0.9246357008952266,0.01618254891019006,,0.014472703626198378,0.008579366101840968,,0.008840392211392569,0.3392901814135306,,0.46928934500535907
NOTEARS,8,XGBoost,m+mw,0.4262372277087197,,0.5250949667975512,0.9092907201907516,,0.9240853384983874,0.01631354607979221,,0.014569768046763068,0.00927018416054452,,0.00945315132983362,0.3505754007434471,,0.46739106466280783
NOTEARS,8,XGBoost,mw,0.42581249833406787,,0.5200480428939368,0.9110359560120473,,0.9235731692952885,0.01627775613346703,,0.014563488594310614,0.008862234966045584,,0.009554784038612641,0.36103569198357793,,0.47793892682094014
NOTEARS,8,XGBoost,original,,0.4926046867005952,,,0.9227263926424693,,,0.014998535010819675,,,0.00871156269105181,,,0.4448072841647158,
NOTEARS,9,LightGBM,m,0.38207233080618386,,0.49146480644394697,0.8959460676593194,,0.9134574780445532,0.01933596643319811,,0.016737108278155097,0.014669175408956065,,0.01463091550487402,0.41733399177891517,,0.505858745663436
NOTEARS,9,LightGBM,m+mw,0.3808531520810398,,0.48653472999947833,0.8956393078045586,,0.9112430530457601,0.01958668272404715,,0.016928492176133226,0.016208866997397355,,0.014441639034307887,0.4262199877512266,,0.5055449491584062
NOTEARS,9,LightGBM,mw,0.38879294121523483,,0.49203234743780416,0.8944159629217217,,0.9133730122546453,0.019070432690659753,,0.01688988348325977,0.014523845324698425,,0.014386247081344,0.4091599557389215,,0.5140998955439253
NOTEARS,9,LightGBM,original,,0.44554695977400216,,,0.9079043799078557,,,0.018054409706908907,,,0.01475990032229794,,,0.46713795743990616,
NOTEARS,9,Logit,m,0.052690064976494755,,0.13638359415408813,0.7383420649470799,,0.850282953659373,0.21674924746550914,,0.17013263645610258,0.4107404712440769,,0.3311853463664308,0.08108910793704119,,0.11741009635477848
NOTEARS,9,Logit,m+mw,0.05219711617787185,,0.139270379174754,0.7394516557973446,,0.8512029169516973,0.2162457230451469,,0.1698963886621378,0.408265565904383,,0.3305163563229929,0.08069628987157565,,0.11736028492693262
