Unnamed: 0,leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
1,0.147313281180637,0.3247645589812327,0.0303030303030303,0.081,0.937,0.043,0.018,0.244,0.0799213887979037,0.0947718455569924,-0.02,0.0060041567238857,0.0086682427107959,0
2,0.1453501563594393,0.3371076759560663,0.0331350892098555,0.085,0.936,0.0409999999999999,0.02,0.23,0.0753357353422862,0.0920007389617587,-0.006,0.0051971464115355,0.0089496791624451,0
3,0.1508745277155738,0.3307390800328526,0.038799207023506,0.085,0.939,0.049,0.021,0.317,0.1038322961021945,0.1001293183077775,0.036,0.0062698493497979,0.0085556681301362,0
4,0.1346762817034793,0.3285816438565677,0.0472953837439818,0.0969999999999999,0.932,0.07,0.025,0.272,0.0976089092695709,0.1513024200997598,-0.02,0.0073425522880604,0.0091748283237644,0
5,0.1320916651047164,0.3349148828403518,0.0427640894930614,0.106,0.93,0.071,0.023,0.244,0.0864723223059286,0.1540735266949935,0.063,0.0078714544312315,0.0104694360013508,0
6,0.1260740463060699,0.3489060234061315,0.0555083545737751,0.125,0.927,0.079,0.03,0.263,0.1097281362594169,0.1897284315536671,0.021,0.0070346468150406,0.012214342001576,0
7,0.1227100987481379,0.3228508560482775,0.0470121778532993,0.129,0.926,0.0819999999999999,0.023,0.278,0.1166066164428431,0.1884352484758914,0.013,0.0091254243011911,0.0117640436789372,0
8,0.1267152679813355,0.3216989517664948,0.0444633248371566,0.114,0.928,0.074,0.022,0.34,0.1519816573861775,0.1703306853870312,0.002,0.0085071302464981,0.010413148711021,0
9,0.127760952559461,0.3317716449420099,0.043613707165109,0.12,0.928,0.072,0.022,0.345,0.1552571241401899,0.1675595787917975,0.025,0.0083631099446018,0.0105257232916807,0
10,0.1308684114472866,0.3321308041239617,0.0246389124893797,0.115,0.93,0.065,0.0139999999999999,0.303,0.0992466426465771,0.1200812857934602,0.022,0.0115439721295884,0.0101879995497016,0
11,0.134498712624175,0.3299816082626039,0.0116114415179835,0.106,0.932,0.061,0.0139999999999999,0.297,0.0972813625941696,0.115462774801404,0.031,0.0109902388998835,0.0099065630980524,0
12,0.1288362319841371,0.3593484854525169,0.0116114415179835,0.0969999999999999,0.929,0.06,0.016,0.28,0.0917130691123485,0.1113984851283946,0.021,0.0092967587982747,0.0094562647754137,0
13,0.1278102773037121,0.3362136055394102,-0.0033984706881903,0.1009999999999999,0.928,0.066,0.0139999999999999,0.275,0.0900753357353423,0.1232218732680584,-0.051,0.0115812187593892,0.0099065630980524,0
14,0.1299608361530645,0.3273444351622701,0.0079297649391107,0.104,0.929,0.071,0.018,0.272,0.0890926957091385,0.1350452614077221,-0.005,0.0095301710116929,0.0104694360013508,0
15,0.127642573173258,0.3253671533120756,0.0181251770036816,0.11,0.928,0.062,0.023,0.27,0.088437602358336,0.1156475152410862,0.015,0.0066100352353117,0.0112011707756388,0
16,0.1250086318302439,0.3379808740568168,0.0218068535825545,0.099,0.927,0.061,0.023,0.2239999999999999,0.0733704552898787,0.1187881027156844,0.035,0.0065554068449373,0.0103005741303613,0
17,0.1215164399372589,0.3500980510620507,0.0362503540073633,0.094,0.925,0.0559999999999999,0.03,0.153,0.0501146413363904,0.1158322556807685,-0.002,0.0046558287250975,0.0098502758077226,0
