,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.4251,0.3762,0.8725,0.0203,0.0193,,,,,,,,,,
m,,,,,,0.4312,0.371,0.8788,0.0177,0.0109,0.4308,0.3901,0.8809,0.0184,0.0169
mw,,,,,,0.4496,0.3782,0.8846,0.0176,0.0113,0.4176,0.3655,0.8702,0.0189,0.0165
