,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.449,0.45,0.9069,0.0164,0.0154,,,,,,,,,,
m,,,,,,0.1747,0.1331,0.772,0.0214,0.0178,0.4941,0.4824,0.91,0.0163,0.0155
mw,,,,,,0.1631,0.1304,0.776,0.0214,0.0177,0.4949,0.4854,0.9088,0.0161,0.0155
