,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.449,0.45,0.9069,0.0164,0.0154,,,,,,,,,,
m,,,,,,0.1184,0.0949,0.7641,0.0226,0.0182,0.4875,0.4745,0.9132,0.0162,0.0157
mw,,,,,,0.1481,0.0974,0.773,0.0223,0.0173,0.4714,0.4776,0.9166,0.0161,0.0153
