,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.449,0.45,0.9069,0.0164,0.0154,,,,,,,,,,
m,,,,,,0.1242,0.0807,0.7578,0.0232,0.0181,0.4922,0.4833,0.9143,0.0161,0.0154
mw,,,,,,0.109,0.0828,0.7591,0.0232,0.0183,0.4663,0.4837,0.9147,0.0161,0.0159
