,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.449,0.45,0.9069,0.0164,0.0154,,,,,,,,,,
m,,,,,,0.4145,0.3804,0.9024,0.018,0.017,0.4897,0.4781,0.9127,0.0163,0.0159
mw,,,,,,0.4085,0.3794,0.9001,0.0181,0.0169,0.4747,0.4818,0.9129,0.0162,0.0157
