,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.449,0.45,0.9069,0.0164,0.0154,,,,,,,,,,
m,,,,,,0.14,0.1002,0.7732,0.0222,0.0178,0.492,0.4807,0.9155,0.0161,0.0152
mw,,,,,,0.1367,0.1048,0.7819,0.0222,0.017,0.4898,0.4833,0.9158,0.016,0.0154
