,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.449,0.45,0.9069,0.0164,0.0154,,,,,,,,,,
m,,,,,,0.0556,0.035,0.5924,0.0219,0.0013,0.4932,0.4893,0.9136,0.016,0.0151
mw,,,,,,0.0618,0.0382,0.6064,0.0218,0.0013,0.488,0.4829,0.9174,0.0161,0.0153
