,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.449,0.45,0.9069,0.0164,0.0154,,,,,,,,,,
m,,,,,,0.1475,0.1006,0.7692,0.0221,0.0178,0.4886,0.4815,0.9144,0.0163,0.0154
mw,,,,,,0.1381,0.1063,0.7811,0.022,0.018,0.4806,0.4825,0.9158,0.0162,0.0155
