,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.449,0.45,0.9069,0.0164,0.0154,,,,,,,,,,
m,,,,,,0.1424,0.0987,0.7682,0.0222,0.0179,0.4907,0.4846,0.9159,0.0162,0.0155
mw,,,,,,0.1375,0.1079,0.7782,0.022,0.0176,0.4762,0.4868,0.915,0.0162,0.0155
