,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.4726,0.4597,0.9161,0.0159,0.0122,,,,,,,,,,
m,,,,,,0.4008,0.4044,0.9077,0.0172,0.0136,0.4982,0.4992,0.9199,0.0154,0.0126
mw,,,,,,0.4212,0.4087,0.908,0.0171,0.0142,0.4916,0.4984,0.9205,0.0154,0.0133
