,O,O,O,O,O,F,F,F,F,F,OF,OF,OF,OF,OF
,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE,f1,AUPRC,AUROC,Brier,ECE
original,0.4078,0.3413,0.8912,0.0182,0.0094,,,,,,,,,,
m,,,,,,0.1552,0.1055,0.8067,0.021,0.0026,0.4055,0.3374,0.8977,0.0183,0.009
mw,,,,,,0.1552,0.1055,0.8067,0.021,0.0026,0.4055,0.3374,0.8977,0.0183,0.009
