DAG,k,Model,Feature,Set,f1,AUPRC,AUROC,Brier,ECE
GOLEM,2,XGBoost,m+mw,OF,0.482018439769734,0.5193068182316543,0.9273459258217039,0.014530273764467003,0.008880175100472683
GOLEM,2,LightGBM,original,O,0.46713795743990616,0.44554695977400216,0.9079043799078557,0.018054409706908907,0.01475990032229794
GOLEM,2,LightGBM,m,F,0.0849767901672571,0.048070528910810074,0.673476142566626,0.06842974029276538,0.0972866952474647
GOLEM,2,LightGBM,m,OF,0.4962052837796039,0.4855210472110188,0.9157657243523571,0.01701929335793025,0.013801461595446558
GOLEM,2,LightGBM,mw,F,0.09068030574218634,0.049012349479841365,0.67417181583582,0.0687928662020311,0.0982452478132936
GOLEM,2,LightGBM,mw,OF,0.5002026762985465,0.4818782220868691,0.916955439990067,0.016903126863042867,0.014101841049455588
GOLEM,2,LightGBM,m+mw,F,0.08783675151061371,0.04777182378194963,0.6677309088273911,0.06537085809107601,0.09332449531687684
GOLEM,2,LightGBM,m+mw,OF,0.500136402960758,0.4823100238423647,0.9127740971219772,0.01687297274734171,0.01370322236339252
GOLEM,3,Logit,original,O,0.116419832827323,0.13023074092708337,0.8490084611597067,0.17198350331315498,0.33457415393638723
GOLEM,3,Logit,m,F,0.07633263212554811,0.04585810144205729,0.708317297942476,0.22398766346550308,0.4230055568795712
GOLEM,3,Logit,m,OF,0.11604708195983778,0.13384267384819595,0.8503654558541545,0.1719033213914895,0.33395276837628335
GOLEM,3,Logit,mw,F,0.07569115233258011,0.04559187914821079,0.7081548413202109,0.22401480120095943,0.4208934634642156
GOLEM,3,Logit,mw,OF,0.11620104113655652,0.13389795654392878,0.8502990712633268,0.17203484397025098,0.334118961454258
GOLEM,3,Logit,m+mw,F,0.07585809254636966,0.04541508411774082,0.7081363219448253,0.22404902968651502,0.4185320162791748
GOLEM,3,Logit,m+mw,OF,0.11531746038798615,0.1366046317106688,0.8509276041829688,0.17202080961428606,0.3337187558498492
GOLEM,3,RandomForest,original,O,0.31424779427767824,0.4542154632477241,0.9112259482556265,0.0158712891856445,0.005424093281337729
GOLEM,3,RandomForest,m,F,0.005,0.07110714404728002,0.7189872833407087,0.02188231142117408,0.01024210554369669
GOLEM,3,RandomForest,m,OF,0.34384155193020316,0.4810253616585186,0.9230901129532045,0.015456960475080439,0.005272956362083476
GOLEM,3,RandomForest,mw,F,0.005,0.0724016593010066,0.7135382447378502,0.021873047606637566,0.009951365650514016
GOLEM,3,RandomForest,mw,OF,0.3336021396562261,0.47458964045390084,0.9154355656250139,0.015501259422483659,0.004989540074004324
GOLEM,3,RandomForest,m+mw,F,0.009878048780487805,0.06715849691154177,0.7054788833302689,0.022279510890369995,0.013163505804800153
GOLEM,3,RandomForest,m+mw,OF,0.3251651003966748,0.47369210465818296,0.9174312074523637,0.015539807247449928,0.005545667158111401
GOLEM,3,XGBoost,original,O,0.4448072841647158,0.4926046867005952,0.9227263926424693,0.014998535010819675,0.00871156269105181
GOLEM,3,XGBoost,m,F,0.0047619047619047615,0.08636141392794253,0.7464236537063433,0.021383543767265607,0.007025652383473984
GOLEM,3,XGBoost,m,OF,0.4631447473183684,0.5179835353419661,0.9265042912510639,0.01467829058915924,0.008719591667980336
GOLEM,3,XGBoost,mw,F,0.004651162790697674,0.08780467458957211,0.7455123465871328,0.021386031730468522,0.006381676607996727
GOLEM,3,XGBoost,mw,OF,0.4625178696423104,0.5134778945390438,0.9271040291437188,0.014742086234649473,0.009114688257327978
GOLEM,3,XGBoost,m+mw,F,0.004878048780487805,0.09166220633116591,0.744612014423578,0.021432755508511103,0.006810172490895999
GOLEM,3,XGBoost,m+mw,OF,0.4791484412525716,0.52040054183014,0.9270405107517874,0.01459643221012509,0.009267250058274907
GOLEM,3,LightGBM,original,O,0.46713795743990616,0.44554695977400216,0.9079043799078557,0.018054409706908907,0.01475990032229794
GOLEM,3,LightGBM,m,F,0.11962607068654614,0.0730838642100347,0.7005078855044854,0.04949526027905553,0.0643783487382551
GOLEM,3,LightGBM,m,OF,0.4908058550409297,0.4769146998593675,0.9159069937098195,0.01704135966614005,0.013915827043066898
GOLEM,3,LightGBM,mw,F,0.11246988892186387,0.06807538791955589,0.7043461287146523,0.049878075910144676,0.06469582829656029
GOLEM,3,LightGBM,mw,OF,0.49489179232259384,0.4804058855030899,0.9155084796361619,0.016995690831264405,0.013839573709581133
GOLEM,3,LightGBM,m+mw,F,0.1174406227502361,0.07369322787129591,0.7053114773265295,0.04027645089840374,0.04658312640298102
GOLEM,3,LightGBM,m+mw,OF,0.5102325027440573,0.4778599891349863,0.9160605302006257,0.017067767905617922,0.013973692889320138
GOLEM,4,Logit,original,O,0.116419832827323,0.13023074092708337,0.8490084611597067,0.17198350331315498,0.33457415393638723
GOLEM,4,Logit,m,F,0.07648019549509513,0.04578057833664765,0.7083382891413093,0.2239627644734074,0.422567629386889
GOLEM,4,Logit,m,OF,0.11547668264995722,0.13375470209929435,0.8504836130365035,0.17196790068327045,0.3340243101894972
GOLEM,4,Logit,mw,F,0.07572853537783746,0.04665579337175023,0.7081561249222404,0.22401734417317015,0.42080193241995206
GOLEM,4,Logit,mw,OF,0.11595405039039781,0.13367758125970966,0.849889494338757,0.17204766438507718,0.334087785214746
GOLEM,4,Logit,m+mw,F,0.0758853275132472,0.04539236558565678,0.7080531453342699,0.22408266967522286,0.4184777592978605
GOLEM,4,Logit,m+mw,OF,0.11551480379571917,0.136677342042051,0.8509916157486426,0.17205012026961525,0.3338245892666569
GOLEM,4,RandomForest,original,O,0.31424779427767824,0.4542154632477241,0.9112259482556265,0.0158712891856445,0.005424093281337729
GOLEM,4,RandomForest,m,F,0.004878048780487805,0.06630730629842448,0.7004185241144325,0.022289788768643327,0.012446074413236242
GOLEM,4,RandomForest,m,OF,0.32965537831545805,0.48412752906672196,0.9195403543561007,0.015445112066476654,0.006029516617834817
GOLEM,4,RandomForest,mw,F,0.00952921157118548,0.06775088654666153,0.7101786628238826,0.022274415329457113,0.011665869553935745
GOLEM,4,RandomForest,mw,OF,0.3358104835123469,0.47430496314427434,0.911700403463969,0.015501892615378533,0.0059217909627940065
GOLEM,4,RandomForest,m+mw,F,0.00952921157118548,0.06721104968608457,0.7065455441097146,0.022245979526809373,0.012080977712418544
GOLEM,4,RandomForest,m+mw,OF,0.31716289765422606,0.46827520498802155,0.9161031663192623,0.01566972051601228,0.005379047306870348
GOLEM,4,XGBoost,original,O,0.4448072841647158,0.4926046867005952,0.9227263926424693,0.014998535010819675,0.00871156269105181
GOLEM,4,XGBoost,m,F,0.0,0.08891995246836529,0.7471945433937036,0.021412515853737144,0.006698218511049407
GOLEM,4,XGBoost,m,OF,0.4689393057030056,0.5150498738927224,0.9272807294522947,0.014627348413742098,0.009213604542953474
GOLEM,4,XGBoost,mw,F,0.009639953542392566,0.09009552735491323,0.7466875111357755,0.021363546894172702,0.006945247599667234
GOLEM,4,XGBoost,mw,OF,0.47664954038408575,0.5097607156489465,0.9265689572505987,0.014705530223096286,0.009337990292362167
GOLEM,4,XGBoost,m+mw,F,0.0,0.08723934326866292,0.747041186027224,0.021454840908747684,0.006831081296848601
GOLEM,4,XGBoost,m+mw,OF,0.4754296463422542,0.5175651762534514,0.9260652919135659,0.014650599764698468,0.008940549361225967
GOLEM,4,LightGBM,original,O,0.46713795743990616,0.44554695977400216,0.9079043799078557,0.018054409706908907,0.01475990032229794
GOLEM,4,LightGBM,m,F,0.11701954587498838,0.07593292136243225,0.7124892232699539,0.0404850627702593,0.04725797721718636
GOLEM,4,LightGBM,m,OF,0.49951627358058925,0.4806915127605055,0.9153085775588583,0.01696060179645265,0.01386433347726144
GOLEM,4,LightGBM,mw,F,0.12025086149533326,0.07328401671457638,0.716834994763355,0.04106867533217147,0.04835559838773277
GOLEM,4,LightGBM,mw,OF,0.5047807974213835,0.4804737046088339,0.9161360099585997,0.01687261682387646,0.013640819379128689
GOLEM,4,LightGBM,m+mw,F,0.10456787196108755,0.07238906774083187,0.7078751697057794,0.03960149884552512,0.044253040901692464
GOLEM,4,LightGBM,m+mw,OF,0.4943119231357526,0.4805202740035116,0.9167228735025894,0.017105459044801073,0.014241754998072292
GOLEM,5,Logit,original,O,0.116419832827323,0.13023074092708337,0.8490084611597067,0.17198350331315498,0.33457415393638723
GOLEM,5,Logit,m,F,0.07650107905090338,0.04727807750591099,0.7092768744862783,0.2237543318684605,0.422351015707901
GOLEM,5,Logit,m,OF,0.11584998786996534,0.13407650448256844,0.8507419289132351,0.17191021848368765,0.33387515968141634
GOLEM,5,Logit,mw,F,0.07573852650316343,0.046798768514340935,0.7086386804899067,0.22385097976086343,0.4206253688459518
GOLEM,5,Logit,mw,OF,0.11630430191871188,0.1335388465706267,0.8503078599922163,0.17197053285165848,0.3339331004108644
GOLEM,5,Logit,m+mw,F,0.07596812971662621,0.046846054440137015,0.7090301734686693,0.22381791185555389,0.41819051246190825
GOLEM,5,Logit,m+mw,OF,0.11523764195134867,0.13769450812451162,0.8513902173820785,0.17186978201705042,0.3334552402372665
GOLEM,5,RandomForest,original,O,0.31424779427767824,0.4542154632477241,0.9112259482556265,0.0158712891856445,0.005424093281337729
GOLEM,5,RandomForest,m,F,0.02348773366924246,0.16992495087141268,0.8447976948932219,0.020218509791145364,0.007863160621146129
GOLEM,5,RandomForest,m,OF,0.327679417646069,0.4744999607755117,0.9185734008066134,0.015509533381899454,0.005097906607993418
GOLEM,5,RandomForest,mw,F,0.018609684888754658,0.17115410544530368,0.8463934364410111,0.020278699651533793,0.00794086297320313
GOLEM,5,RandomForest,mw,OF,0.31683580011382617,0.47428228275765827,0.9191273116494394,0.015512483658368381,0.005709330447189699
GOLEM,5,RandomForest,m+mw,F,0.0237258289073377,0.17101886184582185,0.8464172106506608,0.020304218955940978,0.008574239182901225
GOLEM,5,RandomForest,m+mw,OF,0.28681379360254733,0.4712882448643049,0.9165912038398518,0.01570996025905734,0.006047960957654471
GOLEM,5,XGBoost,original,O,0.4448072841647158,0.4926046867005952,0.9227263926424693,0.014998535010819675,0.00871156269105181
GOLEM,5,XGBoost,m,F,0.0850257287274723,0.19125738709659634,0.8677715234285142,0.0201063386219843,0.009254784536556409
GOLEM,5,XGBoost,m,OF,0.47141541162073064,0.5208397942302818,0.9270818182723971,0.014588467986485906,0.00918708532967936
GOLEM,5,XGBoost,mw,F,0.0783885445942744,0.18926509453623103,0.8667023644486568,0.0200897385809495,0.00859502936671468
GOLEM,5,XGBoost,mw,OF,0.4635041401657679,0.5226406194050905,0.9267645850646101,0.01456893413770862,0.009491610123410021
GOLEM,5,XGBoost,m+mw,F,0.09280506550124791,0.19994268520537734,0.8680774317455594,0.02004767578459897,0.009998000514981193
GOLEM,5,XGBoost,m+mw,OF,0.4872222987555678,0.5248056207180383,0.9277182364155617,0.014489736741009254,0.00961020406250059
GOLEM,5,LightGBM,original,O,0.46713795743990616,0.44554695977400216,0.9079043799078557,0.018054409706908907,0.01475990032229794
GOLEM,5,LightGBM,m,F,0.2132614592211021,0.17556677362945045,0.8392929675583977,0.029491679029027752,0.027007737955045203
GOLEM,5,LightGBM,m,OF,0.5110230632414583,0.4813914063351076,0.9170167955128935,0.016839636341771106,0.013773774633467864
GOLEM,5,LightGBM,mw,F,0.21293016515778435,0.17191469414861466,0.8433194673743711,0.029254578901552853,0.026259389320998732
GOLEM,5,LightGBM,mw,OF,0.5055121580720504,0.48590550729259974,0.9187088523556616,0.016854371814652058,0.013652851257203521
GOLEM,5,LightGBM,m+mw,F,0.21217648543541395,0.1636568782712,0.840801264333846,0.029139729100051658,0.026135973145303016
GOLEM,5,LightGBM,m+mw,OF,0.4952477333853237,0.4880250683770419,0.9171049679162184,0.016959730331143404,0.013696917327921564
GOLEM,6,Logit,original,O,0.116419832827323,0.13023074092708337,0.8490084611597067,0.17198350331315498,0.33457415393638723
GOLEM,6,Logit,m,F,0.07602726896704479,0.04748824382146773,0.708246543120658,0.22369246858720207,0.42225947854733165
GOLEM,6,Logit,m,OF,0.11691352458333171,0.1344825617391051,0.849038590173337,0.17134597904068483,0.3328491094989513
GOLEM,6,Logit,mw,F,0.07561516693145319,0.04696977246146157,0.7082882891740183,0.2237834142165079,0.42041503963710153
GOLEM,6,Logit,mw,OF,0.1156154535984727,0.13344117582804724,0.8494765060424466,0.17176226087874347,0.3334241603229243
GOLEM,6,Logit,m+mw,F,0.07543213256650885,0.04733370859452653,0.7074228802993753,0.22382376024972098,0.4180543934765243
GOLEM,6,Logit,m+mw,OF,0.116381082211068,0.1366148195358097,0.8493035774090671,0.17144723289964786,0.3322807269599718
GOLEM,6,RandomForest,original,O,0.31424779427767824,0.4542154632477241,0.9112259482556265,0.0158712891856445,0.005424093281337729
GOLEM,6,RandomForest,m,F,0.058325657793742894,0.2292691369973258,0.8619924272764041,0.01932941827847722,0.00643855924785196
GOLEM,6,RandomForest,m,OF,0.31021544709821597,0.47268116754845024,0.9141903487771001,0.015619126518922185,0.005872008423962996
GOLEM,6,RandomForest,mw,F,0.06367873866841231,0.22398546126706168,0.8594278969358171,0.019352631903634003,0.00608942223043381
GOLEM,6,RandomForest,mw,OF,0.314075489442913,0.46372501586642956,0.9150089220919091,0.015674104545957586,0.005578726664190686
GOLEM,6,RandomForest,m+mw,F,0.07119212736752954,0.22874520136101406,0.859501697374401,0.019377904706458685,0.006662916743259516
GOLEM,6,RandomForest,m+mw,OF,0.3131526147497353,0.4600306840599936,0.914518668193461,0.01576813823825347,0.005545309594551841
GOLEM,6,XGBoost,original,O,0.4448072841647158,0.4926046867005952,0.9227263926424693,0.014998535010819675,0.00871156269105181
GOLEM,6,XGBoost,m,F,0.11126110331051,0.23675538646422475,0.8804480846709433,0.01941172522045276,0.00830692634840586
GOLEM,6,XGBoost,m,OF,0.482106251115895,0.5221490825359172,0.9280967591827982,0.014539338063581295,0.009202178812603571
GOLEM,6,XGBoost,mw,F,0.12446353460791151,0.24051860256279292,0.8807847787104404,0.019319063139356475,0.00871582354826642
GOLEM,6,XGBoost,mw,OF,0.4746748874458554,0.524291037860577,0.9252682244314461,0.01443868691096917,0.008810647530569846
GOLEM,6,XGBoost,m+mw,F,0.15295491208383785,0.24653941678120678,0.8776193037835183,0.019379096903145994,0.009326955271169404
GOLEM,6,XGBoost,m+mw,OF,0.47416001227541055,0.5289243557277866,0.9271414680150001,0.014435554872995854,0.00859437110882828
GOLEM,6,LightGBM,original,O,0.46713795743990616,0.44554695977400216,0.9079043799078557,0.018054409706908907,0.01475990032229794
GOLEM,6,LightGBM,m,F,0.2715952509975794,0.21671917929568857,0.8624299120456994,0.0260665715458659,0.022137341436615984
GOLEM,6,LightGBM,m,OF,0.5161528420737664,0.49060725410226536,0.9154100684209217,0.016853887407188815,0.013405944491648827
GOLEM,6,LightGBM,mw,F,0.27158691659362827,0.22233860321942767,0.860189031161787,0.026009111552160312,0.02143695504718365
GOLEM,6,LightGBM,mw,OF,0.49670721244749955,0.4888036885624728,0.9155898022061507,0.01697850269431091,0.013709530060683369
GOLEM,6,LightGBM,m+mw,F,0.2618215510064034,0.21083436896361135,0.8562682622104709,0.026531183623086145,0.022416568032550873
GOLEM,6,LightGBM,m+mw,OF,0.5035849864075684,0.4909714210167838,0.9196719496789928,0.01674794693809859,0.014103180775533103
GOLEM,7,Logit,original,O,0.116419832827323,0.13023074092708337,0.8490084611597067,0.17198350331315498,0.33457415393638723
GOLEM,7,Logit,m,F,0.07596814680328604,0.04796679032542912,0.7084584740999349,0.22365655878026386,0.42221040149471645
GOLEM,7,Logit,m,OF,0.11667271929649048,0.13475338154359282,0.8492082925350056,0.1713103464700398,0.33274754940085566
GOLEM,7,Logit,mw,F,0.07561516693145319,0.04697236596757095,0.7082983339957348,0.22377481993540874,0.4204030359717528
GOLEM,7,Logit,mw,OF,0.11608531465792715,0.13386081653546694,0.8497346473657407,0.17173368291859287,0.33343843190537203
GOLEM,7,Logit,m+mw,F,0.0757160827790356,0.04732386040857893,0.7074338806465279,0.22382430160151676,0.4180304952073529
GOLEM,7,Logit,m+mw,OF,0.11608051184158355,0.13662324642382834,0.8498372918740131,0.17128895372376932,0.33195864306709144
GOLEM,7,RandomForest,original,O,0.31424779427767824,0.4542154632477241,0.9112259482556265,0.0158712891856445,0.005424093281337729
GOLEM,7,RandomForest,m,F,0.11515761763233959,0.30337373691133396,0.872889549292163,0.018138329501541546,0.005742599489422684
GOLEM,7,RandomForest,m,OF,0.3105600107147043,0.4668595849253718,0.912784352309416,0.015600973067023122,0.005718638276041882
GOLEM,7,RandomForest,mw,F,0.10272551092318534,0.30654328835496436,0.8776270105222196,0.01809438628552658,0.005409156894044264
GOLEM,7,RandomForest,mw,OF,0.3158579237841709,0.47612187454529487,0.912127916671573,0.015502888631143527,0.005947807052919718
GOLEM,7,RandomForest,m+mw,F,0.11903514624589302,0.2993495248797712,0.8724863590734424,0.018191716687854752,0.0058775099789541594
GOLEM,7,RandomForest,m+mw,OF,0.31278349132295064,0.46420360585330417,0.9125704778951482,0.015628676562892733,0.005553138477996906
GOLEM,7,XGBoost,original,O,0.4448072841647158,0.4926046867005952,0.9227263926424693,0.014998535010819675,0.00871156269105181
GOLEM,7,XGBoost,m,F,0.22521578801957398,0.31741343180468184,0.890857065010653,0.018032255546908214,0.008774879107845227
GOLEM,7,XGBoost,m,OF,0.45875797190243406,0.522134471461427,0.9231587602493164,0.014599161583498225,0.009032611161373506
GOLEM,7,XGBoost,mw,F,0.22689772035094996,0.31523946014134674,0.8914661553611729,0.0181529652583009,0.008639700812608047
GOLEM,7,XGBoost,mw,OF,0.45958859966969773,0.5268931913719564,0.9237629418007263,0.014454293159318838,0.008488339331856883
GOLEM,7,XGBoost,m+mw,F,0.23259817278660533,0.31307686158823755,0.8887778177583776,0.01814059378032562,0.009018375070998105
GOLEM,7,XGBoost,m+mw,OF,0.4661748335596432,0.5225121759926692,0.9234191352066228,0.014570279247397271,0.00915555055671421
GOLEM,7,LightGBM,original,O,0.46713795743990616,0.44554695977400216,0.9079043799078557,0.018054409706908907,0.01475990032229794
GOLEM,7,LightGBM,m,F,0.3330140970430074,0.2782481296808042,0.873781522736339,0.02266104514954736,0.017397834860412277
GOLEM,7,LightGBM,m,OF,0.50341202167334,0.48582356608178,0.9140880476096734,0.01669356357692298,0.01361346697876566
GOLEM,7,LightGBM,mw,F,0.30649577003849154,0.2748866193905609,0.8735037245992354,0.02291116024701472,0.017890846779783993
GOLEM,7,LightGBM,mw,OF,0.5070815279003587,0.49054632263992237,0.9154212048254026,0.01680198490040157,0.014062187309330074
GOLEM,7,LightGBM,m+mw,F,0.3276333120185474,0.2752345043704021,0.8712913669631319,0.02307899920433031,0.01840246683680486
GOLEM,7,LightGBM,m+mw,OF,0.5117537775072021,0.4822678913935999,0.9151171840233463,0.016759861213682045,0.013754232568034371
GOLEM,8,Logit,original,O,0.116419832827323,0.13023074092708337,0.8490084611597067,0.17198350331315498,0.33457415393638723
GOLEM,8,Logit,m,F,0.07632001557405249,0.047521606566103755,0.7083718114108641,0.2236606213134094,0.4221690535933291
GOLEM,8,Logit,m,OF,0.11703955125306739,0.13520571410358512,0.8495212388152027,0.17131180695547238,0.33283765903169127
GOLEM,8,Logit,mw,F,0.07563463060270668,0.04720167615191524,0.7083887293606758,0.22375719813533398,0.4203630838721441
GOLEM,8,Logit,mw,OF,0.11619944170312532,0.13426248252431552,0.8496872957882035,0.17169381964839894,0.33335360978522044
GOLEM,8,Logit,m+mw,F,0.0755445793514409,0.046951514844860466,0.7075777913487047,0.22375685592475278,0.4179334262889257
GOLEM,8,Logit,m+mw,OF,0.11590498354787877,0.13774233880782452,0.8494527213176559,0.17132422703455324,0.33210590268199586
GOLEM,8,RandomForest,original,O,0.31424779427767824,0.4542154632477241,0.9112259482556265,0.0158712891856445,0.005424093281337729
GOLEM,8,RandomForest,m,F,0.18671883935925168,0.37855286598383137,0.9029691029910822,0.01702025830020302,0.00507937528057993
GOLEM,8,RandomForest,m,OF,0.3203747821764442,0.47865513517360103,0.9206214934049036,0.015467637496084385,0.005650405144913672
GOLEM,8,RandomForest,mw,F,0.1871002023078435,0.3795369786368588,0.8981910646181269,0.017018338232931047,0.0051261324799951975
GOLEM,8,RandomForest,mw,OF,0.32542437124283996,0.47355372008765606,0.9158293510093547,0.015538201563736817,0.0056544797282173055
GOLEM,8,RandomForest,m+mw,F,0.22124035753959032,0.38001170710392984,0.8925859447659835,0.01697981237682619,0.005755250674329702
GOLEM,8,RandomForest,m+mw,OF,0.31860980139797956,0.46673969106110286,0.9105601152582743,0.015561522743816924,0.005632686092489149
GOLEM,8,XGBoost,original,O,0.4448072841647158,0.4926046867005952,0.9227263926424693,0.014998535010819675,0.00871156269105181
GOLEM,8,XGBoost,m,F,0.3267952813232316,0.41916066086728876,0.9130135102138146,0.016256897857458947,0.009387972560654795
GOLEM,8,XGBoost,m,OF,0.4758230037666653,0.5242018418446202,0.9254714857765514,0.014414251482056753,0.00918292307855353
GOLEM,8,XGBoost,mw,F,0.32324059509574415,0.42333077962571897,0.9129968981571082,0.01622797873269072,0.008346735211159195
GOLEM,8,XGBoost,mw,OF,0.46501375650078547,0.5254476150476559,0.9264641258865385,0.01443931163053594,0.009040810994936093
GOLEM,8,XGBoost,m+mw,F,0.32858855481805777,0.42238218844809217,0.913127006829864,0.016280076152180474,0.009137489963200743
GOLEM,8,XGBoost,m+mw,OF,0.4647700298221061,0.525752841595903,0.9257370894532503,0.014510218631917223,0.009380561514471714
GOLEM,8,LightGBM,original,O,0.46713795743990616,0.44554695977400216,0.9079043799078557,0.018054409706908907,0.01475990032229794
