Unnamed: 0,leverage_ratio,asset_liabilities,roe,asset_turnover,debt_ratio,debt_ratio2,roa,capitalization_ratio,longtermdebt_invcap,totaldebt_invcap,cash_debt,debt_ebitda,rect_turn,label
177,0.12917164024504532,0.3286683356935368,0.057774001699235335,0.065,0.929,0.1989999999999999,0.026,0.655,0.21454307238781528,0.17901348605209683,0.021,0.019301203562764296,0.005516154452324666,0
178,0.13391668064201087,0.32763092591720744,0.057774001699235335,0.071,0.931,0.2019999999999999,0.025,0.598,0.19587291188994432,0.2185479401440976,0.02,0.020026271289552814,0.005797590903973883,0
179,0.21402993025481165,0.32213535352171496,0.038516001132823566,0.068,0.948,0.057,0.016,0.259,0.08483458892892237,0.17568815813781638,-0.0069999999999999,0.011730205278592375,0.0059664527749634134,0
180,0.2302775010111573,0.320852112377016,0.040781648258283766,0.079,0.95,0.057,0.016,0.228,0.07533573534228628,0.19730278958063924,0.037,0.008844833023358603,0.0069796240009005975,0
181,0.2157365664059032,0.32104433275239036,0.03964882469555367,0.079,0.954,0.098,0.017,0.273,0.0894202423845398,0.30131165712174396,-0.009,0.014938381658766242,0.008217944388157154,0
182,0.21943592222474326,0.31803179278350635,0.03596714811668083,0.074,0.957,0.102,0.016,0.31,0.10153946937438585,0.3024200997598374,0.086,0.016271811005634174,0.0075987841945288764,0
183,0.21706833450068563,0.3186077282461987,0.037383177570093455,0.075,0.957,0.07,0.0139999999999999,0.282,0.092368162463151,0.21263624607426568,-0.045,0.012584394655356936,0.007148485871890128,0
184,0.2226814903964723,0.31858088541082297,0.0487114131973945,0.081,0.958,0.078,0.018,0.284,0.09302325581395349,0.2442268612599298,0.033,0.011265863960409316,0.007429922323539346,0
185,0.20795312176306363,0.3198255200964664,0.0529595015576324,0.093,0.955,0.089,0.02,0.265,0.08679986898132984,0.2684278588583041,0.013,0.011988448578544452,0.008668242710795903,0
186,0.20547701960165338,0.3187035743189372,0.04984423676012461,0.108,0.954,0.09,0.018,0.237,0.07762856207009498,0.275817476445594,-0.001,0.012872435259149636,0.01035686142069121,0
187,0.19693397389734535,0.3198291869770107,0.045029736618521665,0.123,0.952,0.087,0.016,0.214,0.07009498853586636,0.263070386107519,0.039,0.013304496164838683,0.011538894517617922,0
188,0.18513549507245805,0.3212825285781072,0.04361370716510903,0.126,0.949,0.096,0.018,0.193,0.06321650835244022,0.28172917051542584,-0.011,0.013436100923468109,0.011201170775638857,0
189,0.168049403663842,0.32285186299721425,0.039932030586236185,0.109,0.945,0.094,0.018,0.134,0.04389125450376679,0.27082948457417333,0.0139999999999999,0.013262283317731135,0.00951255206574355,0
190,0.17652339472619835,0.32180210123149383,0.04163126593033135,0.111,0.947,0.093,0.018,0.091,0.029806747461513267,0.29410677997413637,-0.013,0.01293947919279104,0.009174828323764496,0
191,0.18292574653000424,0.32152662625274686,0.044180118946474084,0.106,0.949,0.076,0.019,0.186,0.060923681624631514,0.223351191575836,0.021,0.010257721847134865,0.008443093549476529,0
192,0.1862305043948347,0.3207472901891766,0.04559614839988672,0.098,0.95,0.081,0.019,0.201,0.06583688175565018,0.23757620543136895,-0.001,0.011201303135421297,0.00799279522683778,0
193,0.1938561098560704,0.3210751885012877,0.013027470971396204,0.132,0.948,0.02,0.022,0.294,0.09073042908614475,0.051173101791982256,-0.03,0.002160304528445251,0.0108634470336598,0
194,0.17971963815367617,0.3231897032844235,0.004531294250920419,0.128,0.943,0.018,0.024,0.255,0.07795610874549623,0.04396822464437466,0.052,0.0018548821640788536,0.009962850388382304,0
195,0.1869111858655013,0.3214570819961019,0.020107618238459357,0.121,0.944,0.0139999999999999,0.026,0.195,0.05830330822142155,0.038980232772954,0.016,0.0013930239545491792,0.009231115614094332,0
196,0.15287711233217255,0.32703793032932443,0.03256867742849051,0.131,0.934,0.018,0.034,0.196,0.05961349492302653,0.040458156290411953,-0.045,0.001298665825720536,0.010187999549701678,0
197,0.14827018121911037,0.3275329054421294,0.04191447182101388,0.135,0.932,0.025,0.044,0.14,0.04258106780216181,0.05967116201736559,-0.025,0.0014650341054973542,0.010300574130361366,0
